path,tipo,estado,ubicacion,url,habitacion,baño,dimension,precio,estrato,latitud,longitud
71e6-94de-adaa6ba0-3d973ca48706-3936,Casa,venta,Las Nieves-Centro/Centro Histórico/Tunja/Boyacá,71e6-94de-adaa6ba0-3d973ca48706-3936,3,3,"166,22m2",750.000.000,,5.533,-73.363
75ae-b026-3604fe72-78e9011b1df9-3804,Casa,venta,San Ignacio/Centro Histórico/Tunja/Boyacá,75ae-b026-3604fe72-78e9011b1df9-3804,6,4,215m2,220.000.000,,5.521,-73.37
95a2-bd90-cf56964d-39fef98192e-3638,Casa,venta,Las Nieves-Centro/Centro Histórico/Tunja/Boyacá,95a2-bd90-cf56964d-39fef98192e-3638,5,3,246m2,600.000.000,,5.534,-73.362
ddd3-8bbd-ad382879-ae1b9fda4e64-3824,Casa,venta,San Ignacio/Centro Histórico/Tunja/Boyacá,ddd3-8bbd-ad382879-ae1b9fda4e64-3824,6,2,122m2,230.000.000,,5.527,-73.362
2e69-8881-6af55aff-f1d41c04bf67-3333,Casa,venta,San Ignacio/Centro Histórico/Tunja/Boyacá,2e69-8881-6af55aff-f1d41c04bf67-3333,3,2,218m2,278.000.000,,5.525,-73.368
ad7b-8fe0-408248bf-870e0e71764d-4ccf,Casa,venta,Las Nieves-Centro/Centro Histórico/Tunja/Boyacá,ad7b-8fe0-408248bf-870e0e71764d-4ccf,3,3,122m2,280.000.000,4.0,5.5337998,-73.3577487
b94b-883d-c4883f46-61704558bc0f-3725,Casa,venta,San Ignacio/Centro Histórico/Tunja/Boyacá,b94b-883d-c4883f46-61704558bc0f-3725,6,4,227m2,360.000.000,,5.529,-73.366
9f8c-a8f0-bb8fdedc-397a0b310ce6-3b76,Casa,venta,Las Nieves-Centro/Centro Histórico/Tunja/Boyacá,9f8c-a8f0-bb8fdedc-397a0b310ce6-3b76,2,2,103m2,600.000.000,,5.533,-73.363
9d4f-a9c1-7a61c11b-d2af314077e8-3e0e,Casa,venta,San Ignacio/Centro Histórico/Tunja/Boyacá,9d4f-a9c1-7a61c11b-d2af314077e8-3e0e,2,1,100m2,220.000.000,,5.521,-73.37
2de7-a4bd-bfc48fab-49d6af565d67-3c7d,Casa,venta,Las Nieves-Centro/Centro Histórico/Tunja/Boyacá,2de7-a4bd-bfc48fab-49d6af565d67-3c7d,3,3,250m2,1.200.000.000,,5.534,-73.362
a2fa-adf4-53530dbe-972c6d4d3401-3410,Casa,venta,20 de Julio/Centro Histórico/Tunja/Boyacá,a2fa-adf4-53530dbe-972c6d4d3401-3410,3,3,167m2,230.000.000,,5.534,-73.37
eda1-adab-3f411cfe-bcf06cbe2b18-3d86,Casa,venta,Las Nieves-Centro/Centro Histórico/Tunja/Boyacá,eda1-adab-3f411cfe-bcf06cbe2b18-3d86,3,2,150m2,255.000.000,,5.534,-73.362
59f1-a652-9a1311b9-257c0504a580-47d7,Casa,venta,San Ignacio/Centro Histórico/Tunja/Boyacá,59f1-a652-9a1311b9-257c0504a580-47d7,N,N,NAN,250.000.000,,5.5144414,-73.3577575
e18-ba34-3c693d9b-382d6d9d9900-3416,Casa,venta,San Ignacio/Centro Histórico/Tunja/Boyacá,e18-ba34-3c693d9b-382d6d9d9900-3416,7,6,300m2,1.800.000.000,6.0,5.527421,-73.361366
b23a-8c5f-59b874b5-d9eb0f41cb1d-4997,Casa,venta,San Ignacio/Centro Histórico/Tunja/Boyacá,b23a-8c5f-59b874b5-d9eb0f41cb1d-4997,3,2,NAN,220.000.000,3.0,5.5172766,-73.3603543
f00c-ab1a-18ff0f4-af52b79b3e4c-7663,Casa,venta,Las Nieves-Centro/Centro Histórico/Tunja/Boyacá,f00c-ab1a-18ff0f4-af52b79b3e4c-7663,7,4,220m2,275.000.000,2.0,5.534694,-73.355344
